h2,ch4,c2h6,c2h4,c2h2,act
60.0,5.0,2.0,21.0,21.0,1
130.0,140.0,2.0,120.0,0.001,4
26.6,4.0,0.001,8.0,50.0,1
37.0,96.0,19.0,57.0,0.001,5
2.0,41.0,133.0,9.0,21.0,1
121.0,450.0,146.0,898.0,116.0,2
62.0,425.0,276.0,651.0,26.0,5
103.0,74.0,80.0,9.0,0.001,4
300.0,490.0,180.0,360.0,95.0,5
36.0,167.0,230.0,18.0,0.0001,4
24.2,3.2,3.7,16.6,101.0,3
2.5,124.7,83.6,163.1,0.1,5
60.0,10.0,4.0,4.0,4.0,3
100.0,94.0,22.0,304.0,118.0,3
420.0,200.0,14.0,230.0,180.0,3
259.0,2.0,2.0,2.0,15.0,6
22.0,14.0,19.0,6.0,56.0,1
195.0,5.3,0.001,0.001,0.001,6
60.0,144.0,67.0,449.0,9.0,2
23.2,219.5,118.3,326.0,1.6,5
5.0,120.6,45.9,155.1,0.0,2
235.0,16.0,0.001,35.0,0.001,6
45.0,125.0,111.0,25.0,0.001,4
56.0,61.0,75.0,32.0,31.0,6
200.0,48.0,14.0,117.0,131.0,1
14.7,610.0,151.0,917.0,0.0,2
25.0,28.0,27.0,15.0,80.0,1
93.0,58.0,37.0,43.0,0.0,5
30.1,17.1,2.2,5.5,30.1,3
114.0,41.0,27.0,15.0,42.0,1
0.001,153.0,395.0,11.7,0.001,4
69.0,174.0,267.0,15.0,0.001,4
122.0,161.0,271.0,35.0,0.0001,4
38.0,228.5,116.9,335.9,3.0,5
26.0,298.0,9.0,69.0,0.0,2
6.8,82.2,21.6,111.9,0.0,2
55.0,22.0,358.0,2.6,0.0001,4
130.0,140.0,2.0,120.0,0.0001,4
4.0,2.0,1.0,63.0,0.001,2
13.0,138.0,83.0,16.0,0.0001,4
200.0,48.0,14.0,117.0,131.0,1
156.0,55.0,103.0,13.0,16.0,1
72.0,442.0,221.0,461.0,0.7,5
650.0,53.0,34.0,20.0,0.0,3
9.0,8.4,3.7,30.0,5.0,3
32.2,214.5,110.6,310.8,2.3,5
10.0,26.0,147.0,6.0,0.001,4
45.0,15.0,1.0,19.0,18.0,3
59.0,20.0,120.0,5.5,8.9,1
128.0,35.0,213.0,17.0,0.0001,4
45.0,168.0,82.0,330.0,3.1,2
18.6139,17.9724,6.6865,55.3628,1.3644,2
0.67,0.224,0.045,0.067,0.002,5
4.0,121.4,64.0,153.0,0.0,5
0.7,1.5,0.3,1.8,0.0001,5
27.0,90.0,42.0,73.0,0.2,4
39.4,40.6,17.2,51.4,4.3,2
120.0,31.0,0.0,66.0,94.0,1
4.4,127.5,65.9,159.2,0.0,5
170.0,24.0,7.0,17.0,54.0,1
20.0,41.9,20.2,44.2,0.38,5
130.0,270.0,67.0,500.0,3.0,2
50.9,368.5,188.3,570.4,1.4,2
240.0,676.0,200.0,818.0,4.0,2
110.0,350.0,118.0,433.0,0.0,2
26.1,162.0,53.3,209.0,1.12,2
95.0,10.0,0.0,11.0,39.0,3
111.0,159.0,28.0,364.0,2.0,6
7.7,159.6,94.5,216.8,0.3,5
78.0,44.0,59.0,42.0,29.0,3
187.0,5.0,1.0,0.0001,0.0001,6
8.0,88.0,45.0,252.0,0.001,2
11.4,69.9,26.2,114.4,0.7,2
18.34,16.26,3.38,17.95,16.42,1
65.4,20.2,70.0,39.0,40.2,1
230.0,15.9,16.3,1.9,2.4,6
109.0,226.0,68.0,192.0,0.001,5
1.1,104.9,38.0,133.8,0.0,2
210.0,540.0,250.0,900.0,2.2,2
90.0,149.0,32.4,486.0,19.2,2
166.6,28.31,6.72,12.4,0.3,4
8.0,1.0,0.0001,60.0,0.0001,2
4.9,21.0,15.0,69.3,3.8,4
13.1,200.9,99.9,275.6,1.1,5
181.0,162.0,70.0,132.0,0.0001,4
0.001,3.4,0.001,54.0,0.001,2
9.0,38.0,93.0,8.0,0.0001,4
9.5,78.1,18.0,102.3,0.0,2
15.0,139.0,160.0,343.0,0.0001,5
4.0,88.0,213.0,14.0,35.0,1
27.0,90.0,42.0,73.0,0.2,4
70.4,69.5,28.9,241.2,0.4,2
240.0,20.0,5.0,28.0,96.0,3
16.0,68.0,157.0,19.0,0.001,4
67.0,685.0,219.0,824.0,0.0,2
24.2,174.4,78.3,229.2,1.5,5
14.9,88.3,15.1,127.3,0.0,2
14.3,92.6,83.9,16.7,26.8,1
14.0,44.0,124.0,7.0,1.0,4
114.0,241.0,80.0,574.0,0.001,2
14.1,4.0,1.3,1.5,9.5,3
68.0,78.0,103.0,136.0,0.001,2
111.7,19.4,104.1,6.4,3.8,6
205.0,20.0,8.0,0.001,6.0,3
1.0,27.0,49.0,4.0,1.0,4
3.5,197.3,112.4,271.7,0.2,5
41.0,65.0,22.0,58.0,0.001,5
530.0,345.0,85.0,266.0,21.0,1
485.0,35.0,29.0,6.0,0.0001,6
27.1,92.2,20.1,220.3,0.9,2
191.0,62.0,27.0,123.0,71.0,1
50.0,3.0,1.0,0.0001,0.0001,4
13.0,356.0,109.0,591.0,0.0,2
23.0,63.0,54.0,10.0,0.3,3
36.0,30.0,10.0,93.0,7.1,2
13.0,138.0,83.0,16.0,0.001,4
385.0,60.0,8.0,53.0,159.0,3
23.4,14.3,7.12,9.71,3.44,1
8.0,1.0,0.001,60.0,0.001,2
12.6,105.54,96.75,58.32,0.0,4
60.0,71.0,90.0,40.0,10.0,3
0.001,106.0,170.0,871.0,6.0,2
115.0,129.0,316.0,36.0,0.0001,4
0.0001,0.0001,0.0001,142.0,0.0001,2
188.0,236.0,18.1,237.0,31.8,1
38.78,299.9,71.78,369.5,1.44,2
212.0,38.0,15.0,47.0,78.0,3
130.0,440.0,180.0,730.0,0.0,2
0.001,43.0,146.0,9.0,0.001,4
34.0,0.001,0.001,0.001,44.0,1
29.9,24.1,34.3,92.5,0.6,4
10.0,15.0,0.001,0.001,35.0,1
200.0,50.0,40.0,50.0,6.0,3
99.0,288.0,73.0,386.0,0.001,2
225.5,17.6,8.4,3.0,0.07,6
17.0,40.0,11.0,86.0,0.001,2
161.0,38.0,210.0,13.0,0.001,4
70.0,4.0,91.0,0.001,34.0,1
254.0,5.2,0.0001,9.3,88.0,3
39.0,7.0,12.0,65.0,0.001,2
153.0,18.0,9.0,0.001,11.0,3
54.0,143.0,23.0,101.0,0.001,5
17.0,7.0,4.0,7.0,6.0,2
180.0,175.0,75.0,50.0,4.0,5
53.9,8.3,1.1,6.0,7.1,3
28.0,62.0,16.0,76.0,0.001,2
56.0,286.0,96.0,28.0,7.0,2
4.8,112.1,55.2,134.7,0.0,5
113.0,140.0,111.0,405.0,28.4,2
7.0,15.0,78.0,58.0,0.001,4
160.0,130.0,33.0,96.0,0.0001,4
11.0,111.0,4.0,29.0,9.0,2
17.0118,13.7574,3.0695,39.571,26.5902,1
24.7,20.4,117.0,71.0,6.8,4
32.0,106.0,9.0,39.0,15.0,2
197.0,12.0,6.6,15.0,0.001,6
7.0,81.0,5.0,351.0,47.0,2
26.1,224.1,115.8,320.9,1.9,5
716.0,7.1,33.0,20.0,6.8,3
52.0545,302.5754,156.7333,472.8305,2.4058,2
70.1,278.0,244.8,635.8,12.2,4
300.0,490.0,180.0,360.0,95.0,5
35.0,283.0,121.0,222.0,0.001,5
43.6,104.2,36.9,177.6,0.0,2
160.0,130.0,33.0,96.0,0.001,4
16.0,80.0,134.0,10.0,0.001,4
106.0,24.0,4.0,28.0,37.0,1
24.7,20.4,117.0,71.0,6.8,4
103.5,4.7,16.3,3.5,0.0001,6
137.0,67.0,7.0,53.0,104.0,1
161.2,38.4,4.4,35.1,125.4,1
60.0,40.0,6.9,110.0,70.0,1
11.8,71.3,13.0,118.1,0.3,2
19.0,12.0,2.0,8.0,63.0,1
54.9,307.4,146.2,447.0,2.1,2
136.0,140.0,59.0,582.0,140.0,1
7.5,185.6,101.6,261.4,0.9,5
9.2,0.14,5.9,1.9,0.02,6
110.0,7.0,0.0001,0.0001,0.0001,6
31.2,8.9,119.0,4.4,0.001,4
78.0,66.0,62.0,2.6,0.0001,4
60.0,40.0,6.9,110.0,70.0,1
237.0,16.0,55.0,2.0,1.0,6
